cruise_no,Ship,Tow_number,Net_number,fish_no,packet_no,lowest_taxa_final,taxa_code_final,taxa_code_final_method,taxa_code_original,taxa_updated_date,visual_ID_confidence,photo_ID,total_length,fork_length,Std_length_mm,total_weight,gut_weight_full,gut_weight_empty,gut_dispensation,sex,sex_confidence,gonad_weight,head_collected,body_location,fish_comments,processed_date,processed_initials
SG2105,Sarmiento,4,0,312,55,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG311-313_MOC4_NET0,,,25.98,0.263,0.00173,0.0048,mb,,,,,neg80,"Fish 301-320, most mushy with skin missing but appear to be same species based on PV, OV, etc of decent individs.",20211105,LSL
SG2105,Sarmiento,4,0,313,55,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG311-313_MOC4_NET0,,,38.29,0.7975,0.017,0.0074,mb,,,,,neg80,"Fish 301-320, most mushy with skin missing but appear to be same species based on PV, OV, etc of decent individs.",20211105,LSL
SG2105,Sarmiento,4,0,314,55,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG314-316_MOC4_NET0,,,36.22,0.6317,,,visual,,,,,neg80,"Fish 301-320, most mushy with skin missing but appear to be same species based on PV, OV, etc of decent individs.",20211105,LSL
SG2105,Sarmiento,4,0,315,55,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG314-316_MOC4_NET0,,,36.63,0.6446,,,visual,,,,,neg80,"Fish 301-320, most mushy with skin missing but appear to be same species based on PV, OV, etc of decent individs.",20211105,LSL
SG2105,Sarmiento,4,0,316,55,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG314-316_MOC4_NET0,,,40.73,0.9021,,,visual,,,,,neg80,"Fish 301-320, most mushy with skin missing but appear to be same species based on PV, OV, etc of decent individs.",20211105,LSL
SG2105,Sarmiento,4,0,317,55,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG317-319_MOC4_NET0,,,35.84,0.6408,,,visual,,,,,neg80,"Fish 301-320, most mushy with skin missing but appear to be same species based on PV, OV, etc of decent individs.",20211105,LSL
SG2105,Sarmiento,4,0,318,55,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG317-319_MOC4_NET0,,,34.07,0.5744,,,visual,,,,,neg80,"Fish 301-320, most mushy with skin missing but appear to be same species based on PV, OV, etc of decent individs.",20211105,LSL
SG2105,Sarmiento,4,0,319,55,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG317-319_MOC4_NET0,,,35.63,0.6179,,,visual,,,,,neg80,"Fish 301-320, most mushy with skin missing but appear to be same species based on PV, OV, etc of decent individs.",20211105,LSL
SG2105,Sarmiento,4,0,320,55,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG320_MOC4_NET0,,,35.12,0.5502,0.0167,0.002,mb,,,,,neg80,"Fish 301-320, most mushy with skin missing but appear to be same species based on PV, OV, etc of decent individs.",20211105,LSL
SG2105,Sarmiento,4,0,321,55,Lampanyctus macdonaldi,LAMA,visual,LAMA,,M,SG2105_ORG321-322_MOC4_NET0,,,34.01,0.2268,,,,,,,,neg80,"ID Notes: 23+ gill rakers on first arch, so not a nannobrachium sp",20211105,LSL
SG2105,Sarmiento,4,0,322,55,Lampanyctus macdonaldi,LAMA,visual,LAMA,,M,SG2105_ORG321-322_MOC4_NET0,,,29.6,0.1629,,,,,,,,neg80,"ID Notes: 23+ gill rakers on first arch, so not a nannobrachium sp",20211105,LSL
SG2105,Sarmiento,4,1,323,45,Lampanyctus macdonaldi,LAMA,visual,LAMA,,M,SG2105_ORG323-324_MOC4_NET1,,,32.44,0.179,,,,,,,,neg80,"ID Notes: 23+ gill rakers on first arch, so not a nannobrachium sp",20211105,LSL
SG2105,Sarmiento,4,1,324,45,Lampanyctus macdonaldi,LAMA,visual,LAMA,,M,SG2105_ORG323-324_MOC4_NET1,,,31.29,0.2363,,,,,,,,neg80,"ID Notes: 23+ gill rakers on first arch, so not a nannobrachium sp. Fish in bad shape",20211105,LSL
SG2105,Sarmiento,4,3,325,50,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG325_MOC4_NET3,,,24.21,0.1774,,,visual,,,,,neg80,,20211105,LSL
SG2105,Sarmiento,4,3,326,50,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG326_MOC4_NET3,39.71,,31.06,0.8264,,,visual,,,,,neg80,"Ovaries coming out vent (saved just because they were there). Gut in mouth but not inverted, contents should be okay",20211105,LSL
SG2105,Sarmiento,4,2,327,47,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG327_MOC4_NET2,,,24.2,0.3003,0.0082,,mb,1,M,,,neg80,Gut in mouth but think it was not inverted and I got it all,20211119,LSL
SG2105,Sarmiento,4,2,328,47,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG328_MOC4_NET2,29,24.76,23.72,0.3373,0.014,,mb,2,H,,,neg80,,20211119,LSL
SG2105,Sarmiento,4,2,329,47,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG329_MOC4_NET2,34.84,31.73,29.67,0.718,0.0569,,mb,2,H,,,neg80,,20211119,LSL
SG2105,Sarmiento,4,2,330,47,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG330_MOC4_NET2,,,29.38,0.6738,0.0299,,mb,2,H,,,neg80,"Gut in mouth, not inverted but may have lost some",20211119,LSL
SG2105,Sarmiento,4,2,331,47,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG331_MOC4_NET2,,,27.35,0.4871,,,mb,2,H,,,neg80,"Gut in mouth, not inverted but may have lost some",20211119,LSL
SG2105,Sarmiento,4,2,332,47,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG332_MOC4_NET2,,,24.96,0.3908,,,mb,2,H,,,neg80,,20211119,LSL
SG2105,Sarmiento,4,2,333,47,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG333_MOC4_NET2,,,21.22,0.1989,0.0137,,mb,2,H,,,neg80,,20211119,LSL
SG2105,Sarmiento,4,2,334,47,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG334_MOC4_NET2,,,14.64,0.0787,0.0026,,mb,2,M,,,neg80,,20211119,LSL
SG2105,Sarmiento,4,2,335,47,Argyropelecus lychnus,ARLY,visual,ARLY,,H,SG2105_ORG335_MOC4_NET2,,,14.45,0.08,0.0034,,mb,9,,,,neg80,ID Notes: changed to ARLY on 12/20/2021,20211119,LSL
SG2105,Sarmiento,4,1,336,44,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG336-339_MOC4_NET1,,,31,0.1652,,,,,,,,neg80,ID Notes: maybe microdon but damaged. Fish 336-341 refrozen in foil together; bodies too damaged to collect guts,20211130,LSL
SG2105,Sarmiento,4,1,337,44,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG336-339_MOC4_NET1,,,37,0.2099,,,,,,,,neg80,ID Notes: maybe microdon but damaged. Fish 336-341 refrozen in foil together; bodies too damaged to collect guts,20211130,LSL
SG2105,Sarmiento,4,1,338,44,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG336-339_MOC4_NET1,,,32,0.155,,,,,,,,neg80,Fish 336-341 refrozen in foil together; bodies too damaged to collect guts,20211130,LSL
SG2105,Sarmiento,4,1,339,44,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG336-339_MOC4_NET1,,,31,0.1526,,,,,,,,neg80,Fish 336-341 refrozen in foil together; bodies too damaged to collect guts,20211130,LSL
SG2105,Sarmiento,4,1,340,44,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG340-341_MOC4_NET1,,,34,0.1598,,,,,,,,neg80,Fish 336-341 refrozen in foil together; bodies too damaged to collect guts,20211130,LSL
SG2105,Sarmiento,4,1,341,44,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG340-341_MOC4_NET1,,,32,0.1437,,,,,,,,neg80,Fish 336-341 refrozen in foil together; bodies too damaged to collect guts,20211130,LSL
SG2105,Sarmiento,4,1,342,44,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG342_MOC4_NET1,36.51,,30.89,0.1495,0.0037,,mb,2,H,,,neg80,,20211130,LSL
SG2105,Sarmiento,4,1,343,44,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG343_MOC4_NET1,,,32,0.1615,,,mb,2,H,,,neg80,,20211130,LSL
SG2105,Sarmiento,4,1,344,44,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG344_MOC4_NET1,,,33,0.2129,0.0051,,mb,2,H,,,neg80,,20211130,LSL
SG2105,Sarmiento,4,1,345,44,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG345-346_MOC4_NET1,,,32.3,0.1576,0.0043,,mb,,,,,neg80,,20211130,LSL
SG2105,Sarmiento,4,1,346,44,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG345-346_MOC4_NET1,,,31.18,0.1598,,,visual,9,,,,neg80,,20211130,LSL
SG2105,Sarmiento,4,1,347,44,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG347_MOC4_NET1,,,36,0.2496,,,mb,9,,,,neg80,,20211130,LSL
SG2105,Sarmiento,4,1,348,44,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG348_MOC4_NET1,,,35,0.2193,0.0039,,mb,1,L,,,neg80,,20211130,LSL
SG2105,Sarmiento,4,1,349,44,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG349_MOC4_NET1,,,29,0.1078,0.0045,,visual,,,,,neg80,,20211130,LSL
SG2105,Sarmiento,4,1,350,44,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG350_MOC4_NET1,,,34,0.232,,,,,,,,neg80,Body broken,20211130,LSL
SG2105,Sarmiento,4,1,351,44,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG351_MOC4_NET1,,,69,1.5694,0.0449,0.0397,mb,2,H,,,neg80,,20211130,LSL
SG2105,Sarmiento,4,1,352,44,Lampanyctus macdonaldi,LAMA,visual,LAMA,,M,SG2105_ORG352_MOC4_NET1,36,,31,0.1739,,,visual,,,,,neg80,"ID Notes: fish 352-354 same species, LAMA based on gill rakers (7+1+15)",20211130,LSL
SG2105,Sarmiento,4,1,353,44,Lampanyctus macdonaldi,LAMA,visual,LAMA,,M,SG2105_ORG353_MOC4_NET1,42.53,,35.29,0.2937,,,mb,,,,,neg80,"ID Notes: fish 352-354 same species, LAMA based on gill rakers (7+1+15)",20211130,LSL
SG2105,Sarmiento,4,1,354,44,Lampanyctus macdonaldi,LAMA,visual,LAMA,,M,SG2105_ORG354_MOC4_NET1,,,26.26,0.1028,,,mb,,,,,neg80,"ID Notes: fish 352-354 same species, LAMA based on gill rakers (7+1+15)",20211130,LSL
SG2105,Sarmiento,4,0,355,56,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG355_MOC4_NET0,,,45,0.3926,,,mb,,,,,neg80,"ID Notes: fish 355-357, 360-362 same species",20211203,LSL
SG2105,Sarmiento,4,0,356,56,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG356_MOC4_NET0,39,,33,0.192,0.0038,,mb,,,,,neg80,"ID Notes: fish 355-357, 360-362 same species",20211203,LSL
SG2105,Sarmiento,4,0,357,56,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG357_MOC4_NET0,40,,34,0.1826,0.0047,,mb,,,,,neg80,"ID Notes: fish 355-357, 360-362 same species",20211203,LSL
SG2105,Sarmiento,4,0,358,56,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG358_MOC4_NET0,,,32,0.1997,0.0044,,mb,,,,,neg80,"ID Notes: fish 358-9, 363-4 same species",20211203,LSL
SG2105,Sarmiento,4,0,359,56,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG359_MOC4_NET0,37,,31,0.1448,0.0064,,mb,,,,,neg80,"ID Notes: fish 358-9, 363-4 same species",20211203,LSL
SG2105,Sarmiento,4,0,360,56,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG360_MOC4_NET0,,,46,0.5449,0.0157,,visual,,,,,neg80,"ID Notes: fish 355-357, 360-362 same species",20211203,LSL
SG2105,Sarmiento,4,0,361,56,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG3561_MOC4_NET0,44,,38,0.2276,0.0102,,visual,,,,,neg80,"ID Notes: fish 355-357, 360-362 same species",20211203,LSL
SG2105,Sarmiento,4,0,362,56,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG362_MOC4_NET0,,,32,0.1674,0.006,,visual,,,,,neg80,"ID Notes: fish 355-357, 360-362 same species",20211203,LSL
SG2105,Sarmiento,4,0,363,56,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG363_MOC4_NET0,38,,32,0.2153,0.0056,,visual,,,,,neg80,"ID Notes: fish 358-9, 363-4 same species",20211203,LSL
SG2105,Sarmiento,4,0,364,56,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG364_MOC4_NET0,,,41,0.3028,0.0089,,visual,,,,,neg80,"ID Notes: fish 358-9, 363-4 same species",20211203,LSL
SG2105,Sarmiento,4,0,365,56,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG365-368_MOC4_NET0,,,36,0.2448,,,,,,,,neg80,Fish 365-372 refrozen in foil togtether. Body broken at mid-gut,20211203,LSL
SG2105,Sarmiento,4,0,366,56,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG365-368_MOC4_NET0,,,31,0.1832,,,,,,,,neg80,Fish 365-372 refrozen in foil togtether,20211203,LSL
SG2105,Sarmiento,4,0,367,56,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG365-368_MOC4_NET0,,,31,0.159,,,,,,,,neg80,Fish 365-372 refrozen in foil togtether,20211203,LSL
SG2105,Sarmiento,4,0,368,56,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG365-368_MOC4_NET0,,,31,0.1608,,,,,,,,neg80,Fish 365-372 refrozen in foil togtether,20211203,LSL
SG2105,Sarmiento,4,0,369,56,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG369-373_MOC4_NET0,,,32,0.1691,,,,,,,,neg80,Fish 365-372 refrozen in foil togtether,20211203,LSL
SG2105,Sarmiento,4,0,370,56,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG369-373_MOC4_NET0,,,30,0.1458,,,,,,,,neg80,Fish 365-372 refrozen in foil togtether. Gut damaged,20211203,LSL
SG2105,Sarmiento,4,0,371,56,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG369-373_MOC4_NET0,,,33,0.2013,,,,,,,,neg80,Fish 365-372 refrozen in foil togtether. Gut damaged,20211203,LSL
SG2105,Sarmiento,4,0,372,56,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG369-373_MOC4_NET0,,,28,0.147,,,,,,,,neg80,Fish 365-372 refrozen in foil togtether. Tail broken,20211203,LSL
SG2105,Sarmiento,4,0,373,56,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG369-373_MOC4_NET0,,,35,0.1843,,,,,,,,neg80,ID Notes: may be a different species than previous. Fish 365-372 refrozen in foil togtether,20211203,LSL
SG2105,Sarmiento,4,4,374,52,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG374_MOC4_NET4,,,,,,,,,,,,neg80,Partial fish,20211203,LSL
SG2105,Sarmiento,5,2,375,64,Argyropelecus lychnus,ARLY,visual,ARLY,,H,SG2105_ORG375_MOC5_NET2,,,15.78,0.0959,0.0115,,mb,,,,,neg80,"ID Notes: First verified ARLY based on body depth to length ratio, canines, post abdominal spines, upper and lower preopercular spines (change all previous ARSP in this cruise to ARLY)",20211203,LSL
SG2105,Sarmiento,5,2,376,64,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG376_MOC5_NET2,25.09,22.25,20.09,0.2102,,,mb,2,H,,,neg80,Gonad: obvious hydrated oocytes with multiple stages of developing oocytes,20211203,LSL
SG2105,Sarmiento,5,2,377,64,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG377_MOC5_NET2,,,17,0.1147,0.0083,,mb,,,,,neg80,Fish BC: hard to get clean BC sample from fish 377-386,20211203,LSL
SG2105,Sarmiento,5,2,378,64,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG378-379_MOC5_NET2,,,23,0.3179,0.0359,,mb,1,H,,,neg80,Fish BC: hard to get clean BC sample from fish 377-386,20211203,LSL
SG2105,Sarmiento,5,2,379,64,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG378-379_MOC5_NET2,,,20,0.13,0.0292,,mb,1,H,,,neg80,Fish BC: hard to get clean BC sample from fish 377-386. Gut: in mouth but not inverted,20211203,LSL
SG2105,Sarmiento,5,2,380,64,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG380-381_MOC5_NET2,,,22,0.2254,0.0159,,mb,2,H,,,neg80,Fish BC: hard to get clean BC sample from fish 377-386,20211203,LSL
SG2105,Sarmiento,5,2,381,64,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG380-381_MOC5_NET2,,,19,0.1271,,,mb,2,H,,,neg80,"Fish BC: hard to get clean BC sample from fish 377-386. Gut: in mouth, may be damaged",20211203,LSL
SG2105,Sarmiento,5,2,382,64,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG382-383_MOC5_NET2,26,,23,0.1943,0.0163,,mb,2,H,,,neg80,"Fish BC: hard to get clean BC sample from fish 377-386. Gut: in mouth, appears ok",20211203,LSL
SG2105,Sarmiento,5,2,383,64,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG382-383_MOC5_NET2,,,19.25,0.1471,0.0042,,mb,1,H,,,neg80,Fish BC: hard to get clean BC sample from fish 377-386,20211203,LSL
SG2105,Sarmiento,5,2,384,64,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG384-385_MOC5_NET2,,,16.55,0.0855,,,mb,1,M,,,neg80,Fish BC: hard to get clean BC sample from fish 377-386,20211203,LSL
SG2105,Sarmiento,5,2,385,64,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG384-385_MOC5_NET2,,,22.1,0.2046,,,mb,2,H,,,neg80,"Fish BC: hard to get clean BC sample from fish 377-386. Gut: in mouth, appears ok",20211203,LSL
SG2105,Sarmiento,5,2,386,64,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG386_MOC5_NET2,,,16.18,0.0956,,,mb,1,M,,,neg80,too small for BC,20211203,LSL
SG2105,Sarmiento,5,1,387,63,Lampanyctus sp.,LASP,visual,LASP,,L,SG2105_ORG387-389_MOC5_NET1,,,,,,,,,,,,neg80,"Fish 387-389: all fish in multiple pieces & heavily damaged, could not match or identify appropriately. ID is best guess",20211209,LSL
SG2105,Sarmiento,5,1,388,63,Lampanyctus sp.,LASP,visual,LASP,,L,SG2105_ORG387-389_MOC5_NET1,,,,,,,,,,,,neg80,"Fish 387-389: all fish in multiple pieces & heavily damaged, could not match or identify appropriately. ID is best guess",20211209,LSL
SG2105,Sarmiento,5,1,389,63,Benthosema sp.,BESP,visual,BESP,,L,SG2105_ORG387-389_MOC5_NET1,,,,,,,,,,,,neg80,"Fish 387-389: all fish in multiple pieces & heavily damaged, could not match or identify appropriately. ID is best guess",20211209,LSL
SG2105,Sarmiento,5,2,390,65,Protomyctophum arcticum,PRAR,visual,PRAR,,H,SG2105_ORG390_MOC5_NET1,,,32.07,0.4838,,,,,,,,neg80,Did not collect samples since this is a one off fish species so far,20211209,LSL
SG2105,Sarmiento,5,1,391,70,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG391_MOC5_NET1,,,33,0.1913,,,mb,1,M,,,neg80,Fish 391-393: think these were previously thawed to pull fish for ETS; fish in poor condition,20211209,LSL
SG2105,Sarmiento,5,1,392,70,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG392-393_MOC5_NET1,,,32,0.171,0.007,,visual,,,,,neg80,Fish 394-397: previously thawed; most fish in pieces,20211209,LSL
SG2105,Sarmiento,5,1,393,70,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG392-393_MOC5_NET1,,,38.52,0.254,0.0083,,visual,,,,,neg80,Fish 394-397: previously thawed; most fish in pieces,20211209,LSL
SG2105,Sarmiento,5,1,394,62,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG394-395_MOC5_NET1,,,55.8,0.8007,,,,,,,,neg80,Fish 394-397: previously thawed; most fish in pieces,20211209,LSL
SG2105,Sarmiento,5,1,395,62,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG394-395_MOC5_NET1,,,27.76,0.0864,,,,,,,,neg80,Fish 394-397: previously thawed; most fish in pieces,20211209,LSL
SG2105,Sarmiento,5,1,396,62,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG396-397_MOC5_NET1,,,,,,,,,,,,neg80,Fish 394-397: previously thawed; most fish in pieces,20211209,LSL
SG2105,Sarmiento,5,1,397,62,Lampanyctus sp.,LASP,visual,LASP,,L,SG2105_ORG396-397_MOC5_NET1,,,33.33,0.1862,,,,,,,,neg80,Fish 394-397: previously thawed; most fish in pieces,20211209,LSL
SG2105,Sarmiento,5,0,398,67,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG398-399_MOC5_NET0,,,18,,,,,,,,,neg80,,20211209,LSL
SG2105,Sarmiento,5,0,399,67,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG398-399_MOC5_NET0,,,32.73,0.7166,,,,,,,,neg80,,20211209,LSL
SG2105,Sarmiento,5,0,400,68,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG400-403_MOC5_NET0,,,32.64,0.1951,,,,,,,,neg80,Fish 400-407 refrozen in foil together,20211209,LSL
SG2105,Sarmiento,5,0,401,68,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG400-403_MOC5_NET0,,,31.43,0.1748,,,,,,,,neg80,Fish 400-407 refrozen in foil together,20211209,LSL
SG2105,Sarmiento,5,0,402,68,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG400-403_MOC5_NET0,,,33.69,0.1623,,,,,,,,neg80,Fish 400-407 refrozen in foil together,20211209,LSL
SG2105,Sarmiento,5,0,403,68,Cyclothone sp.,CYSP,visual,CYSP,,,SG2105_ORG400-403_MOC5_NET0,,,21.72,0.0725,,,,,,,,neg80,Fish 400-407 refrozen in foil together,20211209,LSL
SG2105,Sarmiento,5,0,404,68,Cyclothone sp.,CYSP,visual,CYSP,,,,,,31.31,0.1592,,,,,,,,neg80,"Fish 400-407 refrozen in foil together. Oops, no image",20211209,LSL
SG2105,Sarmiento,5,0,405,68,Cyclothone sp.,CYSP,visual,CYSP,,,,,,29.96,0.1519,,,,,,,,neg80,"Fish 400-407 refrozen in foil together. Oops, no image",20211209,LSL
SG2105,Sarmiento,5,0,406,68,Cyclothone sp.,CYSP,visual,CYSP,,,,,,31,,,,,,,,,neg80,"Fish 400-407 refrozen in foil together. Low estimate weight=0.1558. Oops, no image",20211209,LSL
SG2105,Sarmiento,5,0,407,68,Cyclothone sp.,CYSP,visual,CYSP,,,,,,30.2,0.1371,,,,,,,,neg80,"Fish 400-407 refrozen in foil together. Oops, no image",20211209,LSL
SG2105,Sarmiento,5,0,408,68,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG408-410_MOC5_NET0,,,56.78,0.8946,,,,,,,,neg80,,20211209,LSL
SG2105,Sarmiento,5,0,409,68,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG408-410_MOC5_NET0,,,52.12,0.649,,,,,,,,neg80,,20211209,LSL
SG2105,Sarmiento,5,0,410,68,Cyclothone microdon,CYMI,visual,CYMI,,L,SG2105_ORG408-410_MOC5_NET0,,,31.86,0.1552,,,,,,,,neg80,,20211209,LSL
SG2105,Sarmiento,5,0,411,69,Benthosema glaciale,BEGL,visual,BEGL,,M,SG2105_ORG411-413_MOC5_NET0,,,26.38,0.1926,,,,,,,,neg80,Body a bit damaged ID ok,20211209,LSL
SG2105,Sarmiento,5,0,412,69,Lampanyctus macdonaldi,LAMA,visual,LAMA,,H,SG2105_ORG411-413_MOC5_NET0,,,35.17,0.293,,,,,,,,neg80,ID Notes: to species based on gill rakers,20211209,LSL
SG2105,Sarmiento,5,0,413,69,Lampanyctus macdonaldi,LAMA,visual,LAMA,,H,SG2105_ORG411-413_MOC5_NET0,,,31.15,0.167,,,,,,,,neg80,ID Notes: to species based on gill rakers,20211209,LSL
SG2105,Sarmiento,6,4,414,80,Myctophum punctatum,MYPU,visual,MYPU,,H,SG2105_ORG414_MOC6_NET4,83,74,68,4.9378,0.4198,,visual,2,H,,,neg80,,20211210,LSL
SG2105,Sarmiento,6,4,415,80,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG415-416_MOC6_NET4,,,25,0.2104,0.0014,,mb,,,,,neg80,,20211210,LSL
SG2105,Sarmiento,6,4,416,80,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG415-416_MOC6_NET4,,,25.28,0.2056,0.0156,,mb,,,,,neg80,,20211210,LSL
SG2105,Sarmiento,6,4,417,80,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG417-418_MOC6_NET4,34.53,,29.24,0.3411,0.0208,,mb,,,,,neg80,,20211210,LSL
SG2105,Sarmiento,6,4,418,80,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG417-418_MOC6_NET4,,,24,0.1917,0.0168,,mb,,,,,neg80,,20211210,LSL
SG2105,Sarmiento,6,4,419,80,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG419-420_MOC6_NET4,,,23.43,0.1808,0.0058,,mb,,,,,neg80,,20211210,LSL
SG2105,Sarmiento,6,4,420,80,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG419-420_MOC6_NET4,,,24.7,0.2134,,,mb,,,,,neg80,,20211210,LSL
SG2105,Sarmiento,6,4,421,80,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG421-422_MOC6_NET4,,,27.17,0.2843,,,mb,,,,,neg80,,20211210,LSL
SG2105,Sarmiento,6,4,422,80,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG421-422_MOC6_NET4,,,26.6,0.284,,,mb,,,,,neg80,,20211210,LSL
SG2105,Sarmiento,6,4,423,80,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG423-424_MOC6_NET4,,,33.72,0.6518,0.0243,,mb,,,,,neg80,,20211210,LSL
SG2105,Sarmiento,6,4,424,80,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG423-424_MOC6_NET4,,,25.71,0.2364,,,mb,,,,,neg80,,20211210,LSL
SG2105,Sarmiento,6,4,425,80,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG425-426_MOC6_NET4,,,27,0.2282,0.0147,,mb,,,,,neg80,,20211210,LSL
SG2105,Sarmiento,6,4,426,80,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG425-426_MOC6_NET4,,,26.51,0.2357,0.0158,,mb,,,,,neg80,,20211210,LSL
